Date and time;Jeníšov.Retail.RP1/UR371.Měření UR371.Činný výkon celkový [ kW];Jeníšov.Retail.RP1/UR371.Měření UR371.Jalový výkon celkový [ kVAr];Jeníšov.Retail.RP1/UR372.Měření UR372.Činný výkon celkový [ kW];Jeníšov.Retail.RP1/UR372.Měření UR372.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.AXY1.Elektroměr LDS.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.AXY1.Elektroměr LDS.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření KFC.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření KFC.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR367.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR367.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR368 master.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR368 master.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR368 slave.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR368 slave.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR369.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR369.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR370.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR370.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR388 master.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR388 master.Jalový výkon celkový [ kVAr]
28.08.2025 23:00:00;0,000;-5,700;0,120;-5,700;15,448;-61,794;11,016;1,858;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,820
28.08.2025 23:15:00;0,000;-5,700;0,120;-5,700;11,201;-59,347;7,201;3,748;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,820;0,060;-8,820
28.08.2025 23:30:00;0,000;-5,700;0,120;-5,700;9,032;-62,588;5,346;0,841;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,820
28.08.2025 23:45:00;0,000;-5,700;0,120;-5,700;7,229;-63,073;3,770;0,460;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 0:00:00;0,000;-5,700;0,120;-5,700;8,521;-61,435;4,947;1,655;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 0:15:00;0,000;-5,700;0,120;-5,700;9,695;-59,598;5,948;3,460;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 0:30:00;0,000;-5,700;0,120;-5,700;7,524;-62,438;4,049;1,126;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 0:45:00;0,000;-5,700;0,120;-5,700;7,484;-62,398;4,045;1,123;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 1:00:00;0,000;-5,700;0,120;-5,700;7,368;-62,573;3,913;0,700;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,760;0,060;-8,760
29.08.2025 1:15:00;0,000;-5,700;0,120;-5,700;7,262;-63,613;4,304;0,867;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 1:30:00;0,000;-5,700;0,120;-5,700;8,205;-62,670;4,645;0,760;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
29.08.2025 1:45:00;0,000;-5,700;0,120;-5,700;7,282;-64,802;3,871;-1,071;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,820;0,060;-8,820
29.08.2025 2:00:00;0,000;-5,700;0,120;-5,700;8,016;-61,046;4,496;2,362;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,820;0,060;-8,820
29.08.2025 2:15:00;0,000;-5,700;0,120;-5,700;5,500;-64,835;2,328;-0,997;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 2:30:00;0,000;-5,700;0,120;-5,700;7,116;-61,941;3,728;1,453;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 2:45:00;0,000;-5,700;0,120;-5,700;8,081;-60,869;4,560;2,347;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
29.08.2025 3:00:00;0,000;-5,640;0,120;-5,640;6,533;-64,452;3,223;-1,066;0,060;-8,880;0,120;-8,880;0,000;-8,880;0,060;-8,760;0,060;-8,760;0,060;-8,760
29.08.2025 3:15:00;0,000;-5,640;0,120;-5,640;7,545;-61,176;4,103;1,644;0,060;-8,880;0,060;-8,820;0,000;-8,820;0,060;-8,700;0,060;-8,700;0,060;-8,700
29.08.2025 3:30:00;0,000;-5,640;0,120;-5,640;5,101;-64,134;2,014;-1,050;0,060;-8,820;0,120;-8,820;0,000;-8,760;0,060;-8,700;0,060;-8,640;0,060;-8,640
29.08.2025 3:45:00;0,000;-5,580;0,120;-5,640;9,171;-62,326;5,500;-0,344;0,060;-8,820;0,120;-8,820;0,000;-8,760;0,060;-8,700;0,060;-8,640;0,060;-8,640
29.08.2025 4:00:00;0,000;-5,640;0,120;-5,640;8,621;-62,265;5,033;1,360;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
29.08.2025 4:15:00;0,000;-5,580;0,120;-5,580;70,968;-62,453;58,284;0,466;0,060;-8,760;0,060;-8,760;0,000;-8,700;0,060;-8,640;0,060;-8,580;0,060;-8,580
29.08.2025 4:30:00;0,000;-5,520;0,120;-5,580;22,887;-58,849;15,683;0,614;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,000;-8,520;0,060;-8,580
29.08.2025 4:45:00;0,000;-5,520;0,120;-5,520;46,596;-59,852;37,706;2,201;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,060;-8,520;0,060;-8,520
29.08.2025 5:00:00;0,000;-5,700;0,120;-5,700;35,813;-61,620;28,151;2,349;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,060;-8,820;0,060;-8,820
29.08.2025 5:15:00;0,000;-5,700;0,120;-5,700;30,397;-61,997;23,522;1,657;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 5:30:00;0,000;-5,700;0,120;-5,700;25,370;-61,634;19,389;1,799;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,760;0,060;-8,760
29.08.2025 5:45:00;0,000;-5,640;0,120;-5,640;48,922;-59,402;39,223;4,564;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
29.08.2025 6:00:00;0,000;-5,640;0,120;-5,640;30,793;-61,068;23,536;1,427;0,060;-8,880;0,060;-8,820;0,000;-8,820;0,060;-8,700;0,060;-8,700;0,060;-8,700
29.08.2025 6:15:00;0,000;-5,580;0,120;-5,580;32,715;-58,299;26,652;5,313;0,060;-8,700;0,060;-8,760;0,000;-8,700;0,060;-8,640;0,000;-8,520;0,060;-8,580
29.08.2025 6:30:00;0,000;-5,580;0,120;-5,580;25,538;-61,751;19,647;1,233;0,060;-8,760;0,120;-8,760;0,000;-8,700;0,060;-8,580;0,060;-8,580;0,060;-8,580
29.08.2025 6:45:00;0,000;-5,580;0,120;-5,580;26,507;-60,621;20,376;1,791;0,060;-8,760;0,060;-8,760;0,000;-8,700;0,060;-8,580;0,060;-8,580;0,060;-8,580
29.08.2025 7:00:00;0,000;-5,520;0,120;-5,520;32,255;-56,786;24,814;6,572;0,060;-8,640;0,120;-8,640;0,000;-8,580;0,060;-8,520;0,060;-8,460;0,060;-8,520
29.08.2025 7:15:00;0,000;-5,520;0,120;-5,520;26,194;-59,121;26,197;3,458;0,060;-8,640;0,120;-8,700;0,000;-8,640;0,060;-8,520;0,060;-8,520;0,060;-8,520
29.08.2025 7:30:00;0,000;-5,520;0,120;-5,520;24,898;-60,643;19,024;1,580;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,060;-8,520;0,060;-8,520
29.08.2025 7:45:00;0,000;-5,580;0,120;-5,580;30,887;-60,628;22,112;2,242;0,060;-8,760;0,120;-8,760;0,000;-8,700;0,060;-8,640;0,060;-8,580;0,060;-8,580
29.08.2025 8:00:00;0,000;-5,580;0,120;-5,580;45,245;-59,971;36,746;2,579;0,060;-8,760;0,120;-8,760;0,000;-8,700;0,060;-8,580;0,060;-8,580;0,060;-8,580
29.08.2025 8:15:00;0,000;-5,580;0,120;-5,580;24,909;-59,814;19,142;2,519;0,060;-8,760;0,120;-8,700;0,000;-8,700;0,060;-8,580;0,060;-8,580;0,060;-8,580
29.08.2025 8:30:00;0,000;-5,520;0,120;-5,520;45,847;-60,752;36,798;1,791;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,060;-8,520;0,060;-8,580
29.08.2025 8:45:00;0,000;-5,520;0,120;-5,520;27,083;-60,696;20,850;1,588;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,060;-8,520;0,060;-8,520
29.08.2025 9:00:00;0,000;-5,580;0,120;-5,580;25,807;-58,237;19,859;4,638;0,060;-8,760;0,120;-8,760;0,000;-8,700;0,060;-8,640;0,060;-8,580;0,060;-8,580
29.08.2025 9:15:00;0,000;-5,580;0,120;-5,640;29,854;-60,160;24,501;2,102;0,060;-8,820;0,120;-8,820;0,000;-8,760;0,060;-8,640;0,060;-8,640;0,060;-8,640
29.08.2025 9:30:00;0,000;-5,580;0,120;-5,580;62,069;-60,368;35,195;2,500;0,060;-8,820;0,060;-8,760;0,000;-8,760;0,060;-8,640;0,060;-8,640;0,060;-8,640
29.08.2025 9:45:00;0,000;-5,520;0,120;-5,520;29,430;-55,417;38,781;7,068;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,060;-8,520;0,060;-8,580
29.08.2025 10:00:00;0,000;-5,640;0,120;-5,640;47,734;-60,606;38,587;2,414;0,060;-8,880;0,060;-8,820;0,000;-8,820;0,060;-8,700;0,060;-8,700;0,060;-8,700
29.08.2025 10:15:00;0,000;-5,580;0,120;-5,580;47,094;-60,524;38,137;2,637;0,060;-8,760;0,060;-8,760;0,000;-8,700;0,060;-8,640;0,060;-8,580;0,060;-8,580
29.08.2025 10:30:00;0,000;-5,580;0,120;-5,580;53,331;-54,559;41,791;7,147;0,060;-8,760;0,060;-8,760;0,000;-8,760;0,060;-8,640;0,060;-8,640;0,060;-8,640
29.08.2025 10:45:00;0,000;-5,580;0,120;-5,640;48,246;-61,011;41,846;2,918;0,060;-8,820;0,120;-8,820;0,000;-8,760;0,060;-8,700;0,060;-8,640;0,060;-8,640
29.08.2025 11:00:00;0,000;-5,640;66,000;-7,860;114,594;-61,523;35,748;8,067;0,060;-8,880;0,060;-8,880;0,000;-8,820;0,060;-8,760;0,060;-8,700;0,060;-8,700
29.08.2025 11:15:00;0,000;-5,640;74,160;-8,520;99,111;-62,133;18,744;4,743;0,060;-8,940;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,060;-8,700;0,060;-8,760
29.08.2025 11:30:00;0,000;-5,700;38,640;-7,440;88,255;-63,516;40,029;1,953;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 11:45:00;0,000;-5,700;0,120;-5,700;31,718;-59,578;24,914;3,379;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 12:00:00;0,000;-5,760;0,120;-5,760;27,421;-62,245;21,149;5,346;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,880;0,060;-8,880;0,060;-8,880
29.08.2025 12:15:00;0,000;-5,760;0,120;-5,760;52,373;-60,135;42,350;5,576;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-8,940;0,000;-8,940;0,060;-8,940
29.08.2025 12:30:00;0,000;-5,820;0,120;-5,820;44,783;-63,836;45,943;1,878;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,060;-9,000;0,060;-9,000
29.08.2025 12:45:00;0,000;-5,820;0,120;-5,820;54,556;-60,591;44,259;3,400;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
29.08.2025 13:00:00;0,000;-5,820;0,120;-5,820;52,307;-59,960;25,173;6,101;0,060;-9,120;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,060;-8,940;0,060;-9,000
29.08.2025 13:15:00;0,000;-5,820;0,120;-5,820;57,340;-60,371;46,565;6,647;0,120;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,120;-8,880
29.08.2025 13:30:00;0,000;-5,820;0,120;-5,820;34,421;-60,628;27,731;3,219;0,060;-9,180;0,120;-9,120;0,120;-9,120;0,060;-9,000;0,060;-9,000;0,060;-9,000
29.08.2025 13:45:00;0,000;-5,820;0,120;-5,820;67,486;-63,193;43,421;2,639;0,120;-9,180;0,180;-9,120;0,120;-9,120;0,060;-9,000;0,060;-9,000;0,120;-8,880
29.08.2025 14:00:00;0,000;-5,820;0,120;-5,820;52,798;-63,077;42,649;2,203;0,060;-9,180;0,180;-9,120;0,120;-9,120;0,060;-9,060;0,120;-8,940;0,060;-9,000
29.08.2025 14:15:00;0,000;-5,820;0,120;-5,820;74,240;-59,653;60,775;6,965;0,060;-9,180;0,180;-9,120;0,120;-9,120;0,060;-9,000;0,120;-8,940;0,120;-8,940
29.08.2025 14:30:00;0,000;-5,700;0,120;-5,700;78,778;-60,830;64,959;1,655;0,060;-9,000;0,180;-8,940;0,120;-8,940;0,060;-8,820;0,060;-8,820;0,060;-8,820
29.08.2025 14:45:00;0,000;-5,640;0,120;-5,640;26,770;-61,171;20,448;2,530;0,060;-8,880;0,180;-8,880;0,120;-8,880;0,060;-8,760;0,060;-8,700;0,060;-8,700
29.08.2025 15:00:00;0,000;-5,700;0,120;-5,640;56,098;-57,882;45,470;7,151;0,060;-8,940;0,120;-8,880;0,120;-8,880;0,060;-8,760;0,060;-8,760;0,060;-8,760
29.08.2025 15:15:00;0,000;-5,640;0,120;-5,640;29,336;-57,975;22,711;6,803;0,120;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,700;0,120;-8,640
29.08.2025 15:30:00;0,000;-5,700;0,120;-5,700;29,977;-57,708;23,243;7,237;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 15:45:00;0,000;-5,640;0,120;-5,640;44,478;-61,637;19,027;1,987;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,060;-8,700;0,060;-8,700
29.08.2025 16:00:00;0,000;-5,640;0,120;-5,640;57,296;-58,511;49,177;6,286;0,060;-8,940;0,120;-8,880;0,000;-8,880;0,060;-8,760;0,060;-8,700;0,060;-8,760
29.08.2025 16:15:00;0,000;-5,700;0,120;-5,700;51,688;-61,730;41,345;1,770;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 16:30:00;0,000;-5,700;0,120;-5,700;30,544;-60,354;34,025;4,999;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,820;0,060;-8,820
29.08.2025 16:45:00;0,000;-5,700;0,120;-5,700;67,158;-59,500;55,176;5,745;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 17:00:00;0,000;-5,700;0,120;-5,700;74,125;-60,893;70,684;3,020;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 17:15:00;0,000;-5,640;0,120;-5,640;46,523;-60,512;37,112;2,671;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,060;-8,700;0,060;-8,700
29.08.2025 17:30:00;0,000;-5,700;0,120;-5,700;64,306;-58,283;47,981;8,249;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,760;0,060;-8,760
29.08.2025 17:45:00;0,000;-5,580;0,120;-5,580;54,005;-58,426;42,227;3,047;0,060;-8,760;0,120;-8,760;0,000;-8,700;0,060;-8,640;0,060;-8,580;0,060;-8,580
29.08.2025 18:00:00;0,000;-5,580;0,120;-5,580;53,880;-58,628;24,795;5,183;0,060;-8,760;0,120;-8,760;0,000;-8,760;0,120;-8,640;0,060;-8,580;0,060;-8,640
29.08.2025 18:15:00;0,000;-5,520;0,120;-5,520;25,950;-61,594;19,925;1,245;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,520;0,060;-8,520;0,060;-8,520
29.08.2025 18:30:00;0,000;-5,640;0,120;-5,640;24,439;-60,768;18,714;2,294;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,700;0,060;-8,700;0,060;-8,700
29.08.2025 18:45:00;0,000;-5,580;0,120;-5,640;55,242;-60,141;58,568;3,448;0,060;-8,820;0,060;-8,820;0,000;-8,760;0,060;-8,700;0,060;-8,640;0,060;-8,640
29.08.2025 19:00:00;0,000;-5,760;0,120;-5,760;50,041;-63,766;38,925;0,917;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,880;0,060;-8,880;0,060;-8,880
29.08.2025 19:15:00;0,000;-5,820;0,120;-5,820;50,461;-60,842;40,926;4,654;0,060;-9,180;0,060;-9,180;0,000;-9,120;0,060;-9,060;0,060;-9,000;0,060;-9,000
29.08.2025 19:30:00;0,000;-5,460;0,120;-5,520;48,317;-58,800;39,004;2,449;0,060;-8,640;0,120;-8,640;0,000;-8,580;0,060;-8,520;0,060;-8,460;0,060;-8,460
29.08.2025 19:45:00;0,000;-5,640;0,120;-5,640;27,707;-60,048;21,389;3,729;0,060;-8,820;0,120;-8,820;0,000;-8,820;0,060;-8,700;0,060;-8,640;0,060;-8,700
29.08.2025 20:00:00;0,000;-5,700;0,120;-5,700;47,799;-63,356;38,597;1,271;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;0,060;-8,820;0,060;-8,820
29.08.2025 20:15:00;0,000;-5,460;0,120;-5,460;42,925;-56,744;34,485;4,856;0,060;-8,640;0,060;-8,580;0,000;-8,580;0,060;-8,460;0,060;-8,460;0,060;-8,460
29.08.2025 20:30:00;0,000;-5,700;0,120;-5,700;47,960;-60,753;42,581;8,192;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 20:45:00;0,000;-5,700;0,120;-5,700;24,598;-59,632;21,496;4,005;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,820;0,060;-8,820
29.08.2025 21:00:00;0,000;-5,700;0,120;-5,700;26,215;-58,110;19,541;5,111;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,760;0,060;-8,760
29.08.2025 21:15:00;0,000;-5,700;0,120;-5,700;46,221;-64,096;37,185;-0,979;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
29.08.2025 21:30:00;0,000;-5,700;0,120;-5,700;42,423;-63,397;34,107;1,058;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,820
29.08.2025 21:45:00;0,000;-5,700;0,120;-5,760;20,400;-59,843;15,095;3,847;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,060;-8,820;0,060;-8,820
29.08.2025 22:00:00;0,000;-5,700;0,120;-5,760;35,862;-63,396;28,346;0,763;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,060;-8,820;0,060;-8,820
29.08.2025 22:15:00;0,000;-5,700;0,120;-5,700;15,866;-63,206;11,182;0,680;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,060;-8,820;0,060;-8,820
29.08.2025 22:30:00;0,000;-5,760;0,120;-5,760;17,136;-63,425;12,257;0,794;0,060;-9,060;0,060;-9,060;0,000;-9,000;0,120;-8,940;0,060;-8,880;0,060;-8,880
29.08.2025 22:45:00;0,000;-5,760;0,120;-5,760;30,456;-63,586;23,500;0,990;0,060;-9,060;0,060;-9,060;0,000;-9,000;0,060;-8,940;0,060;-8,880;0,060;-8,940
29.08.2025 23:00:00;0,000;-5,760;0,120;-5,760;40,549;-60,265;32,376;3,820;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,060;-8,880;0,060;-8,880
29.08.2025 23:15:00;0,000;-5,760;0,120;-5,760;11,603;-60,928;7,471;2,877;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
29.08.2025 23:30:00;0,000;-5,760;0,120;-5,760;7,369;-62,493;3,895;1,498;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,060;-8,940;0,060;-8,940
29.08.2025 23:45:00;0,000;-5,760;0,120;-5,760;6,867;-63,678;3,466;0,036;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,060;-8,880;0,060;-8,880
30.08.2025 0:00:00;0,000;-5,760;0,120;-5,760;9,904;-59,870;6,087;3,595;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,060;-8,880;0,060;-8,880
30.08.2025 0:15:00;0,000;-5,760;0,120;-5,760;9,439;-60,673;5,663;3,065;0,060;-9,120;0,060;-9,060;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 0:30:00;0,000;-5,820;0,120;-5,820;7,208;-63,154;3,760;1,130;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 0:45:00;0,000;-5,760;0,120;-5,820;5,812;-64,751;2,643;-0,362;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-8,940;0,060;-8,940;0,060;-8,940
30.08.2025 1:00:00;0,000;-5,820;0,120;-5,820;5,999;-65,382;2,687;-0,652;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,060;-9,000
30.08.2025 1:15:00;0,000;-5,820;0,120;-5,820;6,074;-65,132;2,748;-0,649;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 1:30:00;0,000;-5,820;0,120;-5,820;6,127;-64,758;2,460;-0,832;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,060;-8,940;0,060;-9,000
30.08.2025 1:45:00;0,000;-5,820;0,120;-5,820;6,541;-64,483;3,151;-0,108;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 2:00:00;0,000;-5,760;0,120;-5,760;9,102;-60,726;5,366;2,999;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,060;-8,940;0,060;-8,940
30.08.2025 2:15:00;0,000;-5,820;0,120;-5,820;6,083;-64,340;2,797;-0,155;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-8,940;0,060;-8,940;0,060;-8,940
30.08.2025 2:30:00;0,000;-5,760;0,120;-5,760;5,337;-65,305;2,173;-1,033;0,060;-9,060;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,060;-8,880;0,060;-8,940
30.08.2025 2:45:00;0,000;-5,760;0,120;-5,760;5,460;-65,327;2,241;-1,033;0,060;-9,120;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,000;-8,880;0,060;-8,940
30.08.2025 3:00:00;0,000;-5,760;0,120;-5,760;7,373;-64,729;3,910;-0,895;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,060;-8,880;0,060;-8,880
30.08.2025 3:15:00;0,000;-5,820;0,120;-5,820;7,353;-62,647;3,868;1,502;0,060;-9,120;0,060;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 3:30:00;0,000;-5,820;0,120;-5,820;8,201;-62,098;4,611;1,998;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 3:45:00;0,000;-5,820;0,120;-5,820;9,135;-63,321;5,386;1,268;0,060;-9,120;0,060;-9,120;0,000;-9,060;0,060;-9,000;0,000;-8,940;0,060;-8,940
30.08.2025 4:00:00;0,000;-5,820;0,120;-5,820;8,873;-62,962;5,153;1,693;0,060;-9,180;0,060;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-9,000
30.08.2025 4:15:00;0,000;-5,820;0,120;-5,820;59,731;-62,843;48,692;1,345;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 4:30:00;0,000;-5,820;0,120;-5,820;37,189;-64,358;46,510;-0,221;0,060;-9,120;0,060;-9,120;0,000;-9,060;0,060;-9,000;0,060;-8,940;0,060;-8,940
30.08.2025 4:45:00;0,000;-5,760;0,120;-5,760;47,095;-61,264;37,821;3,184;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,060;-8,880;0,060;-8,940
30.08.2025 5:00:00;0,000;-5,760;0,120;-5,760;82,241;-65,027;69,262;-1,894;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,060;-8,880;0,060;-8,940
30.08.2025 5:15:00;0,000;-5,760;0,120;-5,760;40,234;-62,259;51,680;2,748;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,060;-8,940;0,060;-8,940
30.08.2025 5:30:00;0,000;-5,760;0,120;-5,820;40,439;-63,855;15,959;0,948;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-8,940;0,000;-8,940;0,060;-8,940
30.08.2025 5:45:00;0,000;-5,760;0,120;-5,820;24,314;-60,814;18,310;4,012;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-8,940;0,060;-8,940;0,060;-8,940
30.08.2025 6:00:00;0,000;-5,760;0,120;-5,760;25,659;-63,142;19,538;1,385;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,880;0,060;-8,880;0,060;-8,880
30.08.2025 6:15:00;0,000;-5,760;0,120;-5,760;44,530;-61,655;35,749;2,024;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,880;0,060;-8,880;0,060;-8,880
30.08.2025 6:30:00;0,000;-5,700;0,120;-5,760;30,228;-61,075;37,511;3,482;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,060;-8,820;0,060;-8,880
30.08.2025 6:45:00;0,000;-5,700;0,120;-5,760;26,505;-62,892;20,351;1,488;0,060;-9,000;0,060;-9,000;0,000;-8,940;0,060;-8,880;0,060;-8,820;0,060;-8,820
